id,created_at,api_key_id,user_agent,method,endpoint,response_status
f8862aba-8860-4649-98b7-6e879e9e4c5d,2026-06-14 00:24:25.296635+00,73db8857-76db-4261-80cc-205d714ba061,resend-node:6.12.4,POST,/emails,403
d7e4d51a-df59-485f-90a3-03ec2c9fc16f,2026-06-14 06:20:20.013274+00,73db8857-76db-4261-80cc-205d714ba061,resend-node:6.12.4,POST,/emails,403
954afa0f-92d0-4499-b797-7bbaa41ba018,2026-06-14 06:20:30.65295+00,73db8857-76db-4261-80cc-205d714ba061,resend-node:6.12.4,POST,/emails,403
3dbe48aa-e9dc-47b9-9071-cde0e314f2b3,2026-06-14 06:20:49.583459+00,73db8857-76db-4261-80cc-205d714ba061,resend-node:6.12.4,POST,/emails,403
1feaab69-c49f-44ac-a243-ee2c47b933be,2026-06-14 06:34:54.025086+00,73db8857-76db-4261-80cc-205d714ba061,resend-node:6.12.4,POST,/emails,403
cf835c6f-377e-4092-8c26-12b597aeec68,2026-06-14 06:35:56.314193+00,73db8857-76db-4261-80cc-205d714ba061,resend-node:6.12.4,POST,/emails,403
29ebf774-6784-4e4a-8480-cc008e5c6dfd,2026-06-14 06:36:16.193551+00,73db8857-76db-4261-80cc-205d714ba061,resend-node:6.12.4,POST,/emails,403
dd7de395-4f52-4161-ad6f-1cd05aa1bd86,2026-06-14 06:47:33.373211+00,73db8857-76db-4261-80cc-205d714ba061,resend-node:6.12.4,POST,/emails,403
fff47ad5-81aa-40a5-bb8b-410b456f84f2,2026-06-14 06:53:58.111878+00,73db8857-76db-4261-80cc-205d714ba061,resend-node:6.12.4,POST,/emails,403
d55a3139-3ade-4995-9d0e-4c048419ebdf,2026-06-14 07:56:51.442352+00,73db8857-76db-4261-80cc-205d714ba061,resend-node:6.12.4,POST,/emails,403
917a7972-72a3-4d13-9312-83729de24d08,2026-06-14 08:33:19.345154+00,73db8857-76db-4261-80cc-205d714ba061,resend-node:6.12.4,POST,/emails,403
1275c1a6-8e95-4877-a7e4-c24c97b2a7df,2026-06-14 08:35:19.710029+00,73db8857-76db-4261-80cc-205d714ba061,resend-node:6.12.4,POST,/emails,403
450ea4b9-84d5-4536-ab4c-a2804049752f,2026-06-14 09:28:39.591607+00,73db8857-76db-4261-80cc-205d714ba061,resend-node:6.12.4,POST,/emails,403
33162c63-9f9a-449d-9b35-414d3a394416,2026-06-14 09:28:52.809777+00,73db8857-76db-4261-80cc-205d714ba061,resend-node:6.12.4,POST,/emails,403
55931a85-ddc2-4ca4-93fb-7bdc4e209929,2026-06-14 09:29:27.929739+00,73db8857-76db-4261-80cc-205d714ba061,resend-node:6.12.4,POST,/emails,403
fa3e5f36-af3c-4f3a-9747-f559760d7479,2026-06-14 11:51:20.505256+00,73db8857-76db-4261-80cc-205d714ba061,resend-node:6.12.4,POST,/emails,403
407bd550-98f2-4454-909d-91b1eb909d71,2026-06-14 11:56:49.580379+00,73db8857-76db-4261-80cc-205d714ba061,resend-node:6.12.4,POST,/emails,403
10eaab89-b097-498d-b191-0438fd68d7ad,2026-06-14 23:04:46.2756+00,73db8857-76db-4261-80cc-205d714ba061,resend-node:6.12.4,POST,/emails,403
4bb7dd50-ef61-4c06-b94f-77e200403887,2026-06-14 23:08:40.801279+00,73db8857-76db-4261-80cc-205d714ba061,resend-node:6.12.4,POST,/emails,403
1c7d3ba2-1072-4f8c-9ea5-c0bc898ea632,2026-06-15 00:08:05.030075+00,73db8857-76db-4261-80cc-205d714ba061,resend-node:6.12.4,POST,/emails,403
b59f6bc9-ef78-4c9c-8d71-09ae0af11b91,2026-06-15 00:13:46.334712+00,73db8857-76db-4261-80cc-205d714ba061,resend-node:6.12.4,POST,/emails,403
cdc4ae4e-a052-467d-8b9a-ba29046af1df,2026-06-15 00:23:45.748673+00,73db8857-76db-4261-80cc-205d714ba061,resend-node:6.12.4,POST,/emails,403
90273203-95b7-4b75-a1d6-9b8a7a05566a,2026-06-15 00:24:29.918883+00,73db8857-76db-4261-80cc-205d714ba061,resend-node:6.12.4,POST,/emails,403
96066bf6-d534-48a4-816f-c42313175846,2026-06-15 00:24:54.953314+00,73db8857-76db-4261-80cc-205d714ba061,resend-node:6.12.4,POST,/emails,403
a4424385-6581-4b7e-b89e-febf566c6649,2026-06-15 00:26:09.751652+00,73db8857-76db-4261-80cc-205d714ba061,resend-node:6.12.4,POST,/emails,403
0d034761-aaaa-4013-95f8-2769894c9e5d,2026-06-15 00:26:24.192164+00,73db8857-76db-4261-80cc-205d714ba061,resend-node:6.12.4,POST,/emails,403
e3c65e59-07bc-441f-a873-3196662ffe8a,2026-06-15 01:41:09.108537+00,73db8857-76db-4261-80cc-205d714ba061,resend-node:6.12.4,POST,/emails,403
96fce5db-a09e-4df7-8c29-654aa208cb28,2026-06-15 01:48:58.825218+00,73db8857-76db-4261-80cc-205d714ba061,resend-node:6.12.4,POST,/emails,403
278d0c65-77a0-42ff-8350-3c0618470ef8,2026-06-15 01:59:26.648071+00,73db8857-76db-4261-80cc-205d714ba061,resend-node:6.12.4,POST,/emails,403
4b172846-7602-4ffb-aff0-9ce168ac9665,2026-06-15 02:00:47.724103+00,73db8857-76db-4261-80cc-205d714ba061,resend-node:6.12.4,POST,/emails,403
915640b3-56e5-458c-9c73-263d91b82f9b,2026-06-15 02:04:22.11057+00,73db8857-76db-4261-80cc-205d714ba061,resend-node:6.12.4,POST,/emails,403
9da6733c-05d7-477f-9760-d792f7ab8606,2026-06-15 02:08:46.064738+00,73db8857-76db-4261-80cc-205d714ba061,resend-node:6.12.4,POST,/emails,403
a746432a-2965-4c74-ba35-cbe680a2baa2,2026-06-15 02:11:05.283832+00,73db8857-76db-4261-80cc-205d714ba061,resend-node:6.12.4,POST,/emails,403
